Ticker,Trimestre,% despesas,% em caixa,Div. Yield,Inadimplência,Negócios/dia,P/VP,Patrimônio,Qnt. cotas,Qnt. cotistas,VP por cota,Vacância,Valor merc.,Volume diário
AGRX11,2T2023,"0,58%","90,22%","15,09%",0%,325,"1,10","96,93 M","9,6 M",7.678,"10,14",0%,"106,61 M","142,10 K"
AGRX11,2T2024,"0,47%","2,97%","17,95%",0%,2.159,"0,95","179,32 M","17,9 M",20.015,"10,02",0%,"170,08 M","353,55 K"
AGRX11,3T2023,"0,33%","91,38%","18,30%",0%,753,"1,05","97,25 M","9,6 M",11.594,"10,17",0%,"102,59 M","268,27 K"
AGRX11,4T2022,"0,56%","100,08%","5,63%",0%,143,"0,99","56,36 M","5,4 M",1.144,"10,35",0%,"55,93 M","20,11 K"
AGRX11,4T2023,"0,68%","91,74%","18,64%",0%,1.093,"1,08","144,30 M","14,3 M",17.196,"10,11",0%,"156,21 M","317,11 K"
AIEC11,1T2021,"0,11%","4,35%","5,33%",0%,82,"0,90","483,60 M","4,8 M",2.892,"100,23",0%,"434,25 M","476,05 K"
AIEC11,1T2022,"0,42%","1,71%","12,76%",0%,985,"0,80","488,39 M","4,8 M",7.137,"101,22",0%,"390,97 M","802,24 K"
AIEC11,1T2023,"0,50%","0,59%","16,70%",0%,510,"0,65","454,73 M","4,8 M",12.545,"94,25",0%,"294,32 M","375,11 K"
AIEC11,1T2024,"0,16%","3,00%","14,21%",0%,1.222,"0,63","405,91 M","4,8 M",17.213,"84,13",0%,"254,04 M","685,72 K"
AIEC11,2T2022,"0,31%","1,21%","13,93%",0%,1.427,"0,76","488,36 M","4,8 M",9.088,"101,21",0%,"369,06 M","638,84 K"
AIEC11,2T2023,"0,23%","0,64%","13,99%",0%,964,"0,75","456,47 M","4,8 M",14.479,"94,61",0%,"341,85 M","501,60 K"
AIEC11,2T2024,"0,21%","2,60%","9,41%",0%,599,"0,65","407,40 M","4,8 M",17.667,"84,44",0%,"263,93 M","334,40 K"
AIEC11,3T2021,"0,11%","5,13%","11,65%",0%,1.020,"0,81","485,07 M","4,8 M",4.060,"100,53",0%,"390,82 M","671,61 K"
AIEC11,3T2023,"0,16%","2,60%","14,76%",0%,1.236,"0,69","457,87 M","4,8 M",15.900,"94,90",0%,"316,95 M","697,51 K"
AIEC11,4T2022,"0,21%","2,15%","16,73%",0%,1.040,"0,74","451,19 M","4,8 M",11.456,"93,51",0%,"335,10 M","484,36 K"
AIEC11,4T2023,"0,61%","3,08%","13,96%",0%,948,"0,69","401,24 M","4,8 M",16.789,"83,16",0%,"277,44 M","738,49 K"
AJFI11,2T2024,"0,22%","4,90%","6,27%",0%,5.278,"0,67","387,42 M","31,6 M",13.666,"12,25",0%,"257,75 M","966,33 K"
AJFI11,4T2023,"0,12%","7,15%","0,77%",0%,4.544,"1,01","303,52 M","31,6 M",6.735,"9,60",0%,"306,14 M","880,44 K"
ALMI11,1T2017,"0,21%","4,25%","0,00%",0%,0,"0,00","198,44 M","104,7 K",2.467,"1.895,35",99%,"0,00","0,00"
ALMI11,1T2018,"0,27%","0,28%","0,00%",0%,38,"0,95","212,33 M","104,7 K",4.739,"2.028,03",82%,"201,97 M","276,53 K"
ALMI11,1T2019,"0,15%","4,14%","0,00%",0%,37,"0,83","190,85 M","111,2 K",4.410,"1.716,61",82%,"157,88 M","172,84 K"
ALMI11,1T2020,"0,28%","2,68%","0,00%",0%,44,"0,70","220,82 M","111,2 K",4.053,"1.986,16",77%,"155,65 M","631,24 K"
ALMI11,1T2021,"0,30%","2,06%","0,00%",87%,33,"0,53","229,39 M","111,2 K",3.499,"2.063,27",0%,"120,52 M","174,68 K"
ALMI11,1T2022,"0,25%","1,93%","0,00%",0%,18,"0,41","249,63 M","111,2 K",3.073,"2.245,37",62%,"101,17 M","57,01 K"
ALMI11,1T2023,"0,32%","1,86%","0,00%",0%,10,"0,37","224,90 M","111,2 K",2.490,"2.022,91",56%,"82,50 M","25,68 K"
ALMI11,1T2024,"0,36%","3,68%","0,00%",0%,18,"0,30","240,49 M","111,2 K",2.195,"2.163,09",55%,"72,93 M","96,52 K"
ALMI11,2T2017,"0,56%","3,15%","0,00%",0%,21,"0,89","204,04 M","104,7 K",2.953,"1.948,80",80%,"182,07 M","125,08 K"
ALMI11,2T2018,"-0,32%","0,37%","0,00%",0%,30,"0,70","214,53 M","104,7 K",4.796,"2.048,99",82%,"149,72 M","156,84 K"
ALMI11,2T2019,"0,31%","3,96%","0,00%",0%,34,"0,82","190,73 M","111,2 K",4.240,"1.715,54",82%,"155,65 M","330,50 K"
ALMI11,2T2020,"0,26%","2,21%","0,00%",0%,29,"0,69","220,55 M","111,2 K",4.046,"1.983,82",77%,"152,53 M","191,91 K"
ALMI11,2T2021,"0,27%","1,97%","0,00%",0%,26,"0,59","229,16 M","111,2 K",3.379,"2.061,25",0%,"135,41 M","91,60 K"
ALMI11,2T2022,"0,36%","1,02%","0,00%",0%,21,"0,40","249,88 M","111,2 K",2.870,"2.247,57",59%,"99,06 M","52,08 K"
ALMI11,2T2023,"0,30%","2,16%","0,00%",0%,18,"0,39","225,49 M","111,2 K",2.397,"2.028,19",55%,"87,84 M","29,88 K"
ALMI11,2T2024,"0,25%","4,02%","0,98%",0%,15,"0,30","240,09 M","111,2 K",2.139,"2.159,51",55%,"71,71 M","29,08 K"
ALMI11,3T2017,"0,26%","2,60%","0,00%",0%,30,"1,02","205,76 M","104,7 K",3.716,"1.965,28",82%,"209,40 M","200,32 K"
ALMI11,3T2018,"0,28%","0,23%","0,00%",0%,66,"0,63","214,41 M","104,7 K",4.374,"2.047,84",82%,"136,11 M","264,41 K"
ALMI11,3T2019,"0,34%","3,63%","0,00%",0%,36,"0,82","190,50 M","111,2 K",4.173,"1.713,48",82%,"155,65 M","301,09 K"
ALMI11,3T2020,"0,25%","2,40%","0,00%",0%,28,"0,63","221,75 M","111,2 K",4.004,"1.994,57",68%,"138,97 M","112,19 K"
ALMI11,3T2021,"0,27%","1,85%","0,00%",0%,17,"0,47","228,91 M","111,2 K",3.297,"2.058,96",65%,"106,73 M","48,87 K"
ALMI11,3T2022,"0,24%","1,22%","0,00%",0%,10,"0,40","250,31 M","111,2 K",2.736,"2.251,48",59%,"101,17 M","38,77 K"
ALMI11,3T2023,"0,30%","2,52%","0,00%",0%,17,"0,37","226,38 M","111,2 K",2.308,"2.036,19",96%,"83,38 M","53,34 K"
ALMI11,4T2017,"0,27%","0,89%","0,00%",0%,34,"0,88","212,65 M","104,7 K",4.220,"2.031,08",82%,"186,16 M","199,23 K"
ALMI11,4T2018,"0,27%","4,19%","0,00%",0%,36,"0,76","190,90 M","111,2 K",4.433,"1.717,07",82%,"145,64 M","149,72 K"
ALMI11,4T2019,"0,28%","3,19%","0,00%",0%,42,"1,03","220,64 M","111,2 K",4.164,"1.984,57",80%,"227,75 M","268,17 K"
ALMI11,4T2020,"0,31%","2,23%","0,00%",0%,23,"0,67","223,28 M","111,2 K",3.885,"2.008,31",68%,"149,86 M","73,68 K"
ALMI11,4T2021,"0,26%","1,77%","0,00%",0%,14,"0,49","250,26 M","111,2 K",3.154,"2.251,04",64%,"122,29 M","52,63 K"
ALMI11,4T2022,"0,31%","1,60%","0,00%",0%,45,"0,46","224,38 M","111,2 K",2.601,"2.018,25",97%,"102,39 M","152,02 K"
ALMI11,4T2023,"0,44%","3,21%","0,00%",0%,10,"0,32","239,53 M","111,2 K",2.239,"2.154,48",55%,"76,71 M","17,41 K"
ALZR11,1T2018,"0,34%","1,61%","1,80%",0%,78,"1,09","95,11 M","997,0 K",1.820,"95,39",0%,"103,46 M","480,92 K"
ALZR11,1T2019,"0,31%","1,63%","11,93%",0%,122,"1,00","97,06 M","997,0 K",3.733,"97,34",0%,"97,21 M","412,64 K"
ALZR11,1T2020,"0,19%","16,62%","10,17%",0%,939,"1,07","270,80 M","2,9 M",41.165,"94,65",0%,"288,52 M","1,23 M"
ALZR11,1T2021,"0,34%","5,05%","6,76%",0%,2.054,"1,25","459,18 M","4,5 M",85.800,"102,51",0%,"576,02 M","1,90 M"
ALZR11,1T2022,"0,27%","6,14%","12,02%",0%,1.129,"1,05","642,30 M","5,9 M",99.839,"108,46",0%,"671,32 M","1,04 M"
ALZR11,1T2023,"0,33%","6,70%","14,31%",0%,1.512,"1,06","732,93 M","6,9 M",118.972,"105,87",0%,"775,37 M","993,75 K"
ALZR11,1T2024,"0,29%","19,02%","8,58%",5%,1.975,"1,11","1,05 B","9,9 M",146.962,"106,13",7%,"1,16 B","1,57 M"
ALZR11,2T2018,"0,32%","1,72%","5,13%",0%,77,"0,95","97,11 M","997,0 K",2.087,"97,40",0%,"92,23 M","208,80 K"
ALZR11,2T2019,"0,12%","63,51%","11,99%",0%,667,"1,09","270,79 M","2,9 M",16.732,"94,65",0%,"295,42 M","1,43 M"
ALZR11,2T2020,"0,17%","16,00%","7,03%",0%,1.049,"1,33","279,35 M","2,9 M",52.465,"97,64",0%,"372,03 M","1,13 M"
ALZR11,2T2021,"0,33%","1,87%","7,51%",0%,1.542,"1,08","545,09 M","5,0 M",93.070,"108,19",0%,"590,47 M","1,61 M"
ALZR11,2T2022,"0,32%","2,15%","11,86%",0%,1.433,"1,11","620,99 M","5,9 M",106.047,"104,86",0%,"689,91 M","1,13 M"
ALZR11,2T2024,"0,27%","33,60%","8,95%",0%,2.481,"1,03","1,29 B","12,2 M",151.678,"105,78",6%,"1,33 B","1,99 M"
ALZR11,3T2018,"0,31%","1,70%","8,60%",0%,63,"0,92","97,11 M","997,0 K",2.459,"97,40",0%,"89,25 M","120,05 K"
ALZR11,3T2019,"0,18%","46,07%","10,80%",0%,661,"1,12","270,70 M","2,9 M",26.061,"94,62",0%,"302,71 M","1,53 M"
ALZR11,3T2020,"0,12%","48,51%","7,58%",0%,1.522,"1,27","459,35 M","4,5 M",66.586,"102,54",0%,"584,57 M","1,62 M"
ALZR11,3T2021,"0,29%","16,73%","9,07%",0%,1.336,"1,06","642,99 M","5,9 M",96.277,"108,58",0%,"681,74 M","1,11 M"
ALZR11,3T2022,"0,27%","25,28%","14,94%",0%,1.768,"1,10","740,05 M","6,9 M",115.532,"106,90",0%,"811,56 M","1,61 M"
ALZR11,3T2023,"0,30%","24,74%","8,88%",0%,3.110,"1,11","1,04 B","9,9 M",146.409,"105,56",8%,"1,15 B","2,53 M"
ALZR11,4T2018,"0,28%","1,70%","10,66%",0%,94,"1,02","97,11 M","997,0 K",3.019,"97,40",0%,"98,71 M","228,90 K"
ALZR11,4T2019,"0,18%","17,24%","7,41%",0%,1.019,"1,53","270,77 M","2,9 M",34.681,"94,65",0%,"414,52 M","1,40 M"
ALZR11,4T2020,"0,14%","18,74%","7,13%",0%,1.524,"1,25","459,38 M","4,5 M",77.580,"102,55",0%,"576,51 M","1,58 M"
ALZR11,4T2021,"0,42%","5,57%","11,34%",0%,1.446,"1,05","642,68 M","5,9 M",97.533,"108,52",0%,"674,10 M","1,02 M"
ALZR11,4T2022,"0,29%","19,76%","14,58%",0%,1.636,"1,04","739,97 M","6,9 M",118.293,"106,89",0%,"768,51 M","1,14 M"
ALZR11,4T2023,"0,30%","20,14%","8,79%",0%,2.217,"1,12","1,04 B","9,9 M",149.502,"105,39",7%,"1,16 B","1,68 M"
APTO11,1T2022,"1,11%","20,75%","4,43%",0%,20,"1,04","39,28 M","4,0 M",566,"9,79",0%,"40,93 M","3,30 K"
APTO11,1T2024,"1,15%","7,15%","12,68%",0%,269,"0,96","46,76 M","4,6 M",9.871,"10,14",0%,"44,74 M","32,72 K"
APTO11,2T2023,"1,47%","10,81%","14,40%",0%,452,"0,94","42,50 M","4,0 M",7.930,"10,59",0%,"40,01 M","40,87 K"
APTO11,2T2024,"1,19%","9,98%","11,86%",0%,318,"0,95","46,52 M","4,6 M",9.510,"10,09",0%,"44,00 M","37,91 K"
APTO11,3T2021,"1,31%","23,85%","0,00%",0%,0,"0,00","9,79 M","99,0 K",12,"98,85",0%,"0,00","0,00"
APTO11,3T2023,"1,39%","24,16%","13,66%",0%,989,"0,96","41,64 M","4,0 M",9.598,"10,38",0%,"39,85 M","50,26 K"
APTO11,4T2021,"1,60%","28,52%","0,41%",0%,24,"1,08","39,48 M","4,0 M",64,"9,84",0%,"42,50 M","204,92 K"
APTO11,4T2023,"1,19%","5,97%","13,26%",0%,586,"0,95","41,47 M","4,0 M",9.877,"10,33",0%,"39,25 M","36,07 K"
AROA11,1T2023,"0,78%","2,99%","0,00%",0%,0,"0,00","155,35 M","145,9 M",51,"1,06",0%,"0,00","0,00"
AROA11,1T2024,"0,21%","1,31%","2,38%",0%,217,"1,06","164,54 M","167,9 M",1.954,"0,98",0%,"174,64 M","29,74 K"
AROA11,2T2022,"0,00%","0,00%","0,00%",0%,0,"0,00","0,00","0,0",0,"0,00",0%,"0,00","0,00"
AROA11,2T2023,"-0,01%","0,66%","0,00%",0%,0,"0,00","167,88 M","157,3 M",51,"1,07",0%,"0,00","0,00"
AROA11,2T2024,"0,18%","1,44%","4,32%",0%,114,"1,02","165,68 M","170,0 M",2.491,"0,97",0%,"168,33 M","33,70 K"
AROA11,3T2022,"0,00%","0,00%","0,00%",0%,0,"0,00","0,00","0,0",0,"0,00",0%,"0,00","0,00"
AROA11,3T2023,"0,19%","1,25%","0,00%",0%,0,"0,00","179,19 M","167,9 M",1,"1,07",0%,"0,00","0,00"
AROA11,4T2022,"0,00%","0,00%","0,00%",0%,0,"0,00","0,00","0,0",0,"0,00",0%,"0,00","0,00"
AROA11,4T2023,"-0,23%","1,16%","0,44%",0%,452,"1,31","181,09 M","167,9 M",205,"1,08",0%,"236,78 M","59,66 K"
ARRI11,1T2020,"0,80%","40,27%","4,44%",0%,30,"0,83","36,04 M","392,4 K",1.841,"91,85",0%,"29,84 M","65,26 K"
ARRI11,1T2021,"0,53%","2,20%","14,26%",0%,68,"1,03","37,84 M","392,4 K",2.522,"96,44",0%,"39,16 M","95,45 K"
ARRI11,1T2022,"0,44%","2,63%","25,54%",0%,348,"1,05","98,66 M","1,0 M",7.205,"94,11",0%,"103,78 M","497,81 K"
ARRI11,1T2023,"0,62%","9,52%","22,85%",0%,1.204,"1,00","116,06 M","13,1 M",22.862,"8,89",0%,"115,55 M","386,52 K"
ARRI11,1T2024,"0,24%","2,19%","13,86%",0%,831,"1,05","117,63 M","13,3 M",27.721,"8,87",0%,"123,38 M","318,83 K"
ARRI11,2T2020,"0,63%","21,95%","6,65%",0%,30,"0,85","36,72 M","392,4 K",1.883,"93,57",0%,"31,38 M","26,56 K"
ARRI11,2T2021,"0,95%","36,53%","18,52%",0%,112,"1,07","64,59 M","673,5 K",3.678,"95,89",0%,"69,02 M","189,37 K"
ARRI11,2T2024,"0,29%","4,39%","14,53%",0%,947,"1,05","134,85 M","15,5 M",28.234,"8,70",0%,"142,25 M","402,27 K"
ARRI11,3T2020,"0,52%","10,28%","8,80%",0%,35,"0,99","36,36 M","392,4 K",1.926,"92,67",0%,"35,90 M","47,48 K"
ARRI11,3T2021,"1,26%","4,89%","23,97%",0%,123,"1,03","99,66 M","1,0 M",4.375,"95,07",0%,"102,16 M","174,02 K"
ARRI11,3T2022,"0,58%","2,43%","26,88%",0%,729,"0,98","108,61 M","11,8 M",13.214,"9,22",0%,"106,04 M","322,38 K"
ARRI11,3T2023,"0,60%","2,00%","16,60%",0%,1.172,"1,00","116,47 M","13,1 M",28.123,"8,92",0%,"116,33 M","271,37 K"
ARRI11,4T2020,"0,53%","2,01%","11,90%",0%,50,"0,97","37,42 M","392,4 K",2.020,"95,38",0%,"36,41 M","40,10 K"
ARRI11,4T2021,"-0,52%","3,03%","26,20%",0%,275,"1,05","97,96 M","1,0 M",5.436,"93,44",0%,"102,71 M","370,52 K"
ARRI11,4T2023,"0,60%","1,51%","14,80%",0%,925,"1,01","117,35 M","13,1 M",27.526,"8,99",0%,"118,55 M","245,71 K"
ASMT11,1T2022,"0,39%","11,77%","0,00%",0%,0,"0,00","94,32 M","1,0 M",279,"92,71",0%,"0,00","0,00"
ASMT11,1T2023,"0,50%","3,58%","7,70%",0%,14,"0,72","84,57 M","1,0 M",349,"83,13",0%,"61,04 M","8,05 K"
ASMT11,1T2024,"0,41%","4,89%","0,00%",0%,38,"0,60","97,81 M","1,1 M",510,"90,46",0%,"59,13 M","49,86 K"
ASMT11,2T2022,"0,44%","10,51%","0,00%",0%,0,"0,00","91,36 M","1,0 M",284,"89,81",0%,"0,00","0,00"
ASMT11,2T2023,"0,52%","2,90%","9,26%",0%,57,"0,59","85,75 M","1,0 M",444,"84,29",0%,"50,76 M","32,05 K"
ASMT11,2T2024,"0,42%","2,68%","0,00%",0%,8,"0,44","98,16 M","1,1 M",492,"90,79",0%,"42,71 M","5,87 K"
ASMT11,3T2022,"0,49%","9,18%","1,05%",0%,28,"0,86","90,47 M","1,0 M",316,"88,93",0%,"78,22 M","31,01 K"
ASMT11,3T2023,"0,45%","2,22%","6,89%",0%,20,"0,66","85,51 M","1,0 M",536,"84,05",0%,"56,86 M","10,84 K"
ASMT11,4T2022,"0,52%","4,74%","4,28%",0%,21,"0,87","86,20 M","1,0 M",333,"84,73",0%,"74,77 M","10,11 K"
ASMT11,4T2023,"0,42%","0,51%","2,74%",0%,21,"0,61","93,68 M","1,0 M",505,"92,08",0%,"57,18 M","13,57 K"
ATSA11,1T2018,"0,13%","1,01%","0,00%",13%,0,"0,00","214,72 M","171,5 K",79,"1.251,85",23%,"0,00","0,00"
ATSA11,1T2019,"0,14%","0,84%","0,76%",10%,1,"1,04","185,54 M","1,7 M",88,"108,17",19%,"192,10 M","404,00"
ATSA11,1T2020,"0,18%","0,58%","2,54%",8%,2,"1,25","190,39 M","1,7 M",201,"111,00",18%,"238,41 M","3,60 K"
ATSA11,1T2021,"0,16%","1,66%","0,00%",0%,8,"1,13","173,15 M","1,8 M",259,"98,88",22%,"195,25 M","22,57 K"
ATSA11,1T2022,"0,10%","1,43%","0,00%",33%,3,"1,04","155,89 M","1,8 M",266,"89,02",23%,"162,86 M","1,95 K"
ATSA11,1T2023,"0,13%","1,73%","0,49%",22%,2,"0,89","142,85 M","1,8 M",280,"81,57",25%,"127,83 M","382,00"
ATSA11,1T2024,"0,11%","0,90%","0,00%",20%,3,"0,76","132,96 M","1,8 M",283,"75,93",17%,"101,30 M","1,43 K"
ATSA11,2T2018,"0,14%","0,79%","0,00%",13%,0,"0,00","214,75 M","171,5 K",77,"1.252,01",23%,"0,00","0,00"
ATSA11,2T2019,"0,14%","1,21%","2,01%",10%,1,"0,97","185,02 M","1,7 M",101,"107,87",19%,"180,10 M","8,64 K"
ATSA11,2T2020,"0,16%","0,11%","2,03%",0%,3,"1,03","189,64 M","1,7 M",241,"110,57",19%,"194,68 M","10,11 K"
ATSA11,2T2021,"0,16%","1,20%","0,00%",0%,5,"1,09","172,15 M","1,8 M",253,"98,31",21%,"187,37 M","3,69 K"
ATSA11,2T2022,"0,08%","1,37%","0,00%",30%,2,"0,99","156,99 M","1,8 M",264,"89,65",22%,"155,33 M","1,71 K"
ATSA11,2T2023,"0,13%","1,51%","0,54%",0%,2,"0,81","142,86 M","1,8 M",279,"81,58",26%,"115,61 M","447,00"
ATSA11,2T2024,"0,12%","1,54%","1,30%",18%,1,"0,74","133,17 M","1,8 M",280,"76,05",19%,"98,40 M","143,00"
ATSA11,3T2018,"0,12%","1,04%","0,00%",12%,0,"0,00","214,99 M","171,5 K",75,"1.253,42",22%,"0,00","0,00"
ATSA11,3T2019,"0,15%","1,04%","2,71%",9%,4,"1,04","185,50 M","1,7 M",137,"108,15",19%,"193,82 M","44,66 K"
ATSA11,3T2020,"0,15%","0,09%","1,14%",0%,4,"1,06","189,36 M","1,7 M",244,"110,40",19%,"200,68 M","83,89 K"
ATSA11,3T2021,"0,16%","1,06%","0,00%",0%,6,"1,03","172,59 M","1,8 M",255,"98,56",21%,"178,60 M","7,33 K"
ATSA11,3T2022,"0,09%","2,27%","0,13%",26%,2,"0,89","158,02 M","1,8 M",287,"90,24",22%,"140,14 M","986,00"
ATSA11,3T2023,"0,12%","1,43%","0,44%",21%,3,"0,71","143,07 M","1,8 M",284,"81,70",20%,"101,08 M","1,27 K"
ATSA11,4T2018,"0,15%","1,13%","0,74%",10%,2,"0,93","184,94 M","1,7 M",82,"107,82",22%,"172,38 M","77,94 K"
ATSA11,4T2019,"0,18%","0,42%","2,29%",8%,3,"1,23","191,16 M","1,7 M",168,"111,45",17%,"234,98 M","18,74 K"
ATSA11,4T2020,"0,16%","1,91%","0,45%",0%,8,"1,15","169,56 M","1,7 M",260,"98,85",19%,"195,53 M","22,92 K"
ATSA11,4T2021,"0,21%","1,03%","0,00%",0%,4,"1,08","155,09 M","1,8 M",266,"88,56",21%,"168,13 M","7,04 K"
ATSA11,4T2023,"0,11%","1,02%","0,18%",0%,2,"0,72","132,87 M","1,8 M",294,"75,88",17%,"96,31 M","554,00"
BARI11,1T2019,"0,14%","2,57%","0,00%",0%,0,"0,00","52,89 M","533,0 K",10,"99,24",0%,"0,00","0,00"
BARI11,1T2020,"0,69%","11,17%","13,14%",0%,238,"0,90","220,08 M","2,2 M",4.716,"98,51",0%,"198,44 M","911,99 K"
BARI11,1T2021,"0,79%","37,10%","19,09%",0%,1.386,"1,12","470,32 M","4,6 M",25.711,"101,49",0%,"525,98 M","1,87 M"
BARI11,1T2022,"0,49%","4,25%","17,80%",0%,1.685,"1,01","472,62 M","4,6 M",33.372,"101,99",0%,"475,93 M","1,25 M"
BARI11,1T2023,"0,36%","1,82%","19,50%",0%,1.275,"0,83","445,65 M","4,6 M",39.227,"96,17",0%,"368,46 M","798,18 K"
BARI11,1T2024,"0,34%","6,84%","11,29%",0%,1.272,"0,92","433,88 M","4,6 M",35.900,"93,63",0%,"399,47 M","668,74 K"
BARI11,2T2019,"0,57%","8,33%","0,00%",0%,0,"0,00","73,35 M","734,2 K",50,"99,90",0%,"0,00","0,00"
BARI11,2T2021,"0,85%","10,41%","21,93%",0%,2.001,"1,03","471,00 M","4,6 M",27.350,"101,64",0%,"484,27 M","2,90 M"
BARI11,2T2022,"0,77%","6,57%","18,85%",0%,1.250,"0,98","475,20 M","4,6 M",35.522,"102,54",0%,"468,05 M","1,11 M"
BARI11,2T2023,"0,35%","5,35%","15,61%",0%,1.604,"0,88","450,03 M","4,6 M",38.416,"97,11",0%,"394,83 M","763,53 K"
BARI11,2T2024,"0,34%","6,59%","10,55%",0%,1.298,"0,93","424,91 M","4,6 M",34.648,"91,69",0%,"393,67 M","640,70 K"
BARI11,3T2019,"0,73%","1,38%","3,41%",0%,21,"1,11","73,40 M","734,2 K",288,"99,98",0%,"81,50 M","376,01 K"
BARI11,3T2020,"0,92%","3,85%","14,10%",0%,225,"1,06","223,05 M","2,2 M",6.609,"99,84",0%,"236,80 M","817,61 K"
BARI11,3T2021,"0,82%","8,84%","22,34%",0%,1.454,"1,03","473,32 M","4,6 M",29.815,"102,14",0%,"488,12 M","1,61 M"
BARI11,3T2022,"0,40%","3,87%","19,17%",0%,1.489,"0,95","467,82 M","4,6 M",38.725,"100,95",0%,"443,96 M","984,04 K"
BARI11,3T2023,"0,34%","3,09%","13,43%",0%,1.474,"0,88","444,06 M","4,6 M",37.440,"95,82",0%,"389,36 M","770,53 K"
BARI11,4T2019,"0,42%","25,62%","7,38%",0%,225,"1,09","225,49 M","2,2 M",3.583,"100,93",0%,"245,54 M","1,60 M"
BARI11,4T2022,"0,39%","2,91%","19,08%",0%,1.259,"0,92","441,91 M","4,6 M",39.508,"95,36",0%,"405,96 M","783,20 K"
BARI11,4T2023,"0,33%","8,63%","12,12%",0%,1.900,"0,87","445,77 M","4,6 M",36.705,"96,19",0%,"386,95 M","962,60 K"
BBFO11,1T2022,"0,14%","1,19%","13,78%",0%,66,"0,85","342,20 M","4,0 M",4.170,"85,47",0%,"290,40 M","164,51 K"
BBFO11,1T2023,"0,15%","2,16%","16,22%",0%,127,"0,85","301,83 M","4,0 M",5.350,"75,38",0%,"256,25 M","193,54 K"
BBFO11,1T2024,"0,15%","0,37%","10,92%",0%,265,"0,90","334,49 M","4,0 M",6.564,"83,54",0%,"302,09 M","682,91 K"
BBFO11,2T2022,"0,29%","1,88%","15,52%",0%,116,"0,84","335,43 M","4,0 M",4.481,"83,78",0%,"281,87 M","189,34 K"
BBFO11,2T2023,"0,28%","0,36%","13,16%",0%,194,"0,89","329,00 M","4,0 M",5.552,"82,17",0%,"292,28 M","217,75 K"
BBFO11,2T2024,"0,31%","0,20%","11,09%",0%,250,"0,89","321,21 M","4,0 M",6.650,"80,23",0%,"285,72 M","493,38 K"
BBFO11,3T2021,"0,15%","1,50%","8,63%",0%,40,"0,87","351,72 M","4,0 M",3.888,"87,84",0%,"305,02 M","81,27 K"
BBFO11,3T2023,"0,16%","0,53%","11,94%",0%,198,"0,89","333,35 M","4,0 M",5.804,"83,26",0%,"297,89 M","338,35 K"
BBFO11,4T2021,"-0,15%","1,59%","11,61%",0%,72,"0,88","355,10 M","4,0 M",4.023,"88,69",0%,"313,51 M","146,61 K"
BBFO11,4T2022,"0,32%","0,53%","16,19%",0%,126,"0,82","327,25 M","4,0 M",5.115,"81,73",0%,"267,58 M","224,77 K"
BBFO11,4T2023,"0,31%","0,36%","11,93%",0%,345,"0,88","333,08 M","4,0 M",6.001,"83,19",0%,"291,92 M","524,33 K"
BBGO11,1T2022,"0,47%","21,17%","1,40%",0%,62,"0,89","389,65 M","4,0 M",5.486,"97,29",0%,"346,45 M","166,06 K"
BBGO11,1T2023,"0,25%","2,46%","15,19%",0%,285,"0,81","393,43 M","4,0 M",7.227,"98,23",0%,"318,81 M","244,32 K"
BBGO11,1T2024,"0,23%","4,77%","14,52%",0%,617,"0,89","391,99 M","4,0 M",12.453,"97,87",0%,"347,45 M","446,33 K"
BBGO11,2T2022,"0,77%","9,82%","4,48%",0%,216,"0,88","396,32 M","4,0 M",5.745,"98,95",0%,"347,97 M","210,81 K"
BBGO11,2T2023,"0,51%","5,26%","15,72%",0%,340,"0,93","390,62 M","4,0 M",8.210,"97,53",0%,"362,47 M","448,06 K"
BBGO11,2T2024,"0,52%","4,99%","12,38%",0%,416,"0,84","391,56 M","4,0 M",12.556,"97,76",0%,"330,39 M","317,29 K"
BBGO11,3T2022,"0,29%","3,01%","7,79%",0%,470,"0,88","392,59 M","4,0 M",6.231,"98,02",0%,"346,37 M","268,77 K"
BBGO11,3T2023,"0,27%","1,99%","15,10%",0%,596,"0,95","390,25 M","4,0 M",11.320,"97,44",0%,"371,68 M","465,09 K"
BBGO11,4T2022,"0,55%","5,76%","12,15%",0%,296,"0,84","389,41 M","4,0 M",6.730,"97,23",0%,"328,22 M","229,30 K"
BBGO11,4T2023,"0,51%","0,94%","14,95%",0%,761,"0,90","391,54 M","4,0 M",11.558,"97,76",0%,"353,62 M","528,74 K"
BBRC11,1T2017,"0,22%","2,85%","2,58%",0%,30,"1,35","153,18 M","1,6 M",4.661,"96,34",0%,"207,46 M","140,46 K"
BBRC11,1T2018,"0,18%","2,62%","12,76%",0%,30,"1,51","153,30 M","1,6 M",4.912,"96,42",0%,"232,22 M","155,82 K"
BBRC11,1T2019,"0,17%","1,80%","13,97%",0%,63,"1,34","161,82 M","1,6 M",5.629,"101,77",0%,"217,51 M","167,40 K"
BBRC11,1T2020,"0,20%","1,94%","14,41%",0%,104,"1,13","175,69 M","1,6 M",7.245,"110,49",0%,"197,96 M","287,57 K"
BBRC11,1T2021,"0,42%","3,79%","14,45%",0%,156,"1,06","179,02 M","1,6 M",8.524,"112,59",0%,"189,10 M","235,90 K"
BBRC11,1T2022,"0,24%","4,92%","14,39%",0%,113,"0,92","171,65 M","1,6 M",9.078,"107,96",0%,"158,60 M","93,98 K"
