Nome,Área,Endereço,Núm. unidades,Vacância,Inadimplência,Share sobre receita,Ticker,Ano,Papel,Nome do fundo,CNPJ,Valor,Emissão,Série
Fazenda Sorriso - Hendges,"17.120.000,00 m2","Area Rural, Sn, Sao Desiderio/BA, Brasil, 47820-000",1,"0,00%","0,00%","3,75%",BTRA11,2023,,,,,,
Fazenda Colibri,"4.000.000,00 m2","Zona Rural, Nova Mutum/MT, Brasil, 78450-000",1,"0,00%","0,00%","3,25%",BTRA11,2023,,,,,,
Fazenda JR,"16.730,00 m2","Zona Rural, Campo Verde/MT, Brasil, 78840-000",1,"100,00%","0,00%","0,00%",BTRA11,2023,,,,,,
Fazenda Tres Irmaos - Bergamasco,"17.150.000,00 m2","Zona Rural, S/n, Zona Rural, Tapurah/MT, Brasil, 78573-000",1,"0,00%","0,00%","25,30%",BTRA11,2022,,,,,,
Fazenda JR,"16.730,00 m2","Zona Rural, S/n, Zona Rural, Campo Verde/MT, Brasil, 78840-000",1,"0,00%","0,00%","22,61%",BTRA11,2022,,,,,,
Fazenda Cachoeirinha - Rui Prado,"149.900,00 m2","Rodovia Br 364, Km 888, Campo Novo Do Parecis/MT, Brasil, 78360-000",1,"0,00%","0,00%","14,58%",BTRA11,2022,,,,,,
Fazenda Vianmancel - Milton Cella,"31.480.000,00 m2","Area Rural, Sn, N/a, Nova Maringa/MT, Brasil, 78445-000",1,"0,00%","0,00%","12,10%",BTRA11,2022,,,,,,
Fazenda Sorriso - Hendges,"17.120.000,00 m2","Area Rural, Sn, N/a, Sao Desiderio/BA, Brasil, 47820-000",1,"0,00%","0,00%","11,12%",BTRA11,2022,,,,,,
Fazenda Colibri - Bergamasco,"4.000.000,00 m2","Zona Rural, S/n, Zona Rural, Nova Mutum/MT, Brasil, 78450-000",1,"0,00%","0,00%","6,64%",BTRA11,2022,,,,,,
Fazenda Tres Irmaos - Bergamasco,"17.150.000,00 m2","Zona Rural, S/n, Sem Complemento, Zona Rural, Tapurah/MT, Brasil, 78573-000",1,"0,00%","0,00%","22,19%",BTRA11,2021,,,,,,
Fazendo Vianmancel - Milton Cella,"31.480.000,00 m2","Area Rural, Sn, Sem Complemento, N/a, Nova Maringa/MT, Brasil, 78445-000",1,"0,00%","0,00%","13,73%",BTRA11,2021,,,,,,
Fazenda Cachoeirinha - Rui Prado,"14,99 m2","Rodovia Br 364, Km 888, Sem Complemento, , Campo Novo Do Parecis/MT, Brasil, 78360-000",1,"0,00%","0,00%","12,21%",BTRA11,2021,,,,,,
Fazenda JR,"16.730,00 m2","Zona Rural, S/n, Sem Complemento, Zona Rural, Campo Verde/MT, Brasil, 78840-000",1,"0,00%","0,00%","11,62%",BTRA11,2021,,,,,,
Fazenda Sorriso - Hendges,"17.120.000,00 m2","Area Rural, Sn, Sem Complemento, N/a, Sao Desiderio/BA, Brasil, 47820-000",1,"0,00%","0,00%","9,27%",BTRA11,2021,,,,,,
Fazenda Colibri - Bergamasco,"4.000.000,00 m2","Zona Rural, S/n, Sem Complemento, Zona Rural, Nova Mutum/MT, Brasil, 78450-000",1,"0,00%","0,00%","5,83%",BTRA11,2021,,,,,,
Laje Corporativa,"700,00 m2","Rua Voluntários de São Paulo, 3367, Centro, São José do Rio Preto - SP",1,"0,00%","0,00%","0,00%",CARE11,2021,,,,,,
Laje Corporativa,"700,00 m2","Rua Voluntários de São Paulo, 3367, Centro, São José do Rio Preto - SP",1,"0,00%","0,00%","0,00%",CARE11,2020,,,,,,
Laje Corporativa,"700,00 m2","Rua Voluntários de São Paulo, 3367, Centro, São José do Rio Preto - SP",1,"0,00%","0,00%","0,00%",CARE11,2019,,,,,,
Laje Corporativa,"700,00 m2","Rua Voluntários de São Paulo, 3367, Centro, São José do Rio Preto - SP",1,"0,00%","0,00%","0,00%",CARE11,2018,,,,,,
Edifício Jatobá - 50%,"16.036,81 m2","Avenida Marcos Penteado Ulhôa Rodrigues, 939, Tamboré, Barueri - SP",30,"53,00%","0,00%","95,54%",CBOP11,2024,,,,,,
Edifício Jatobá - 50%,"16.036,81 m2","Avenida Marcos Penteado Ulhôa Rodrigues, 939, Tamboré, Barueri - SP",30,"47,00%","0,00%","97,68%",CBOP11,2023,,,,,,
Edifício Jatobá - 50%,"16.341,11 m2","Avenida Marcos Penteado Ulhôa Rodrigues, 939, Tamboré, Barueri - SP",30,"37,00%","0,00%","91,43%",CBOP11,2022,,,,,,
Edifício Jatobá - 50%,"16.298,40 m2","Avenida Marcos Penteado Ulhôa Rodrigues, 939, Tamboré, Barueri - SP",30,"34,00%","0,00%","96,85%",CBOP11,2021,,,,,,
Edifício Jatobá - 50%,"16.078,28 m2","Avenida Marcos Penteado Ulhôa Rodrigues, 939, Tamboré, Barueri - SP",30,"11,00%","0,00%","99,80%",CBOP11,2020,,,,,,
Edifício Jatobá - 50%,"14.372,30 m2","Avenida Marcos Penteado Ulhôa Rodrigues, 939, Tamboré, Barueri - SP",30,"7,00%","0,00%","99,65%",CBOP11,2019,,,,,,
Edifício Jatobá - 50%,"14.372,30 m2","Avenida Marcos Penteado Ulhôa Rodrigues, 939, Tamboré, Barueri - SP",30,"7,00%","0,00%","99,66%",CBOP11,2018,,,,,,
Edifício Jatobá - 50%,"21.663,80 m2","Avenida Marcos Penteado Ulhôa Rodrigues 939, Tamboré, Barueri - SP",30,"7,00%","0,00%","99,48%",CBOP11,2017,,,,,,
CEO Corporate Executive Offices,"14.279,70 m2","Avenida Joao Cabral De Mello Neto, 850, 2º, 3º, 4º, 8º, 9º,10º,11º E 12º Andares, Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22775-057",60,"0,00%","0,00%","96,40%",CEOC11,2024,,,,,,
CEO Corporate Executive Offices,"14.279,70 m2","Avenida Joao Cabral De Mello Neto, 850, 2º, 3º, 4º, 8º, 9º,10º,11º E 12º Andares, Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22775-057",60,"0,00%","0,00%","95,66%",CEOC11,2023,,,,,,
CEO Corporate Executive Offices,"11.492,00 m2","Avenida Joao Cabral De Mello Neto, 850, 2º, 3º, 4º, 8º, 9º,10º,11º E 12º Andares, Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22775-057",60,"0,00%","0,00%","95,89%",CEOC11,2022,,,,,,
CEO Corporate Executive Offices,"11.942,00 m2","Avenida Joao Cabral De Mello Neto, 850, 2º, 3º, 4º, 8º, 9º,10º,11º E 12º Andares, Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22775-057",60,"0,00%","0,00%","97,60%",CEOC11,2021,,,,,,
CEO Corporate Executive Offices,"11.942,00 m2","Av. João Cabral de Mello Neto 850, Rio de Janeiro, RJ, 22775-057",60,"0,00%","0,00%","99,52%",CEOC11,2020,,,,,,
CEO Corporate Executive Offices,"11.942,00 m2","Av. João Cabral de Mello Neto 850, Rio de Janeiro, RJ, 22775-057",60,"0,00%","0,00%","99,04%",CEOC11,2019,,,,,,
CEO Corporate Executive Offices,"11.942,00 m2","Av. João Cabral de Mello Neto 850, , Rio de Janeiro, RJ, 22775-057",60,"0,00%","0,00%","99,20%",CEOC11,2017,,,,,,
Cidade Jardim Continental Tower,"19.139,32 m2","Av. Magalhães de Castro, 4.800 - São Paulo - SP",50,"45,00%","0,00%","98,70%",CJCT11,2024,,,,,,
Cidade Jardim Continental Tower,"19.139,32 m2","Av. Magalhães de Castro, 4.800 - São Paulo/SP",32,"50,00%","0,00%","69,89%",CJCT11,2023,,,,,,
Cidade Jardim Continental Tower,"19.139,32 m2","Av. Magalhães de Castro, 4.800 - São Paulo/SP",32,"51,00%","2,00%","74,81%",CJCT11,2022,,,,,,
Cidade Jardim Continental Tower,"24.789,77 m2","Av. Magalhães de Castro, 4.800 - São Paulo/SP",25,"59,00%","0,00%","95,84%",CJCT11,2021,,,,,,
Cidade Jardim Continental Tower,"24.789,77 m2","Av. Magalhães de Castro, 4.800 - São Paulo/SP",25,"59,00%","0,00%","99,38%",CJCT11,2020,,,,,,
Edificio Cenesp,"64.480,00 m2","Avenida Maria Coelho Aguiar, 215, Jardim Sao Luis, Sao Paulo/SP, Brasil, 05805-000",491,"55,00%","0,00%","87,74%",CNES11,2024,,,,,,
Edificio Cenesp,"64.480,00 m2","Avenida Maria Coelho Aguiar, 215, Jardim Sao Luis, Sao Paulo/SP, Brasil, 05805-000",30,"55,00%","0,00%","85,41%",CNES11,2023,,,,,,
Edificio Cenesp,"64.480,00 m2","Avenida Maria Coelho Aguiar, 215, Jardim Sao Luis, Sao Paulo/SP, Brasil, 05805-000",30,"55,00%","0,00%","85,91%",CNES11,2022,,,,,,
Centro Empresarial São Paulo,"64.480,00 m2","Avenida Maria Coelho Aguiar, 215, Sem Complemento, Jardim Sao Luis, Sao Paulo/SP, Brasil, 05805-000",21,"57,00%","0,00%","91,41%",CNES11,2021,,,,,,
Centro Empresarial de São Paulo,"64.480,08 m2","Av. Maria Coelho Aguiar 215, São Paulo, SP, 05804-900",21,"54,00%","10,00%","97,76%",CNES11,2020,,,,,,
Centro Empresarial de São Paulo,"64.480,08 m2","Av. Maria Coelho Aguiar 215, São Paulo, SP, 05804-900",29,"34,00%","0,00%","95,08%",CNES11,2019,,,,,,
Centro Empresarial de São Paulo,"64.480,08 m2","Av. Maria Coelho Aguiar 215 , São Paulo, SP, 05804-900",29,"60,00%","0,00%","91,87%",CNES11,2018,,,,,,
Centro Empresarial de São Paulo,"64.480,08 m2","Av. Maria Coelho Aguiar 215, , São Paulo, SP, 05804-900",29,"46,00%","0,00%","92,26%",CNES11,2017,,,,,,
CTI,"45.808,50 m2",Av. Roberto Zuccolo nº 555 Vila Leopoldina,1,"100,00%","0,00%","94,60%",CTXT11,2024,,,,,,
CTI,"45.808,50 m2",Av. Roberto Zuccolo nº 555 Vila Leopoldina,1,"99,00%","0,00%","69,80%",CTXT11,2023,,,,,,
CTI,"45.714,20 m2",Av. Roberto Zuccolo nº 555 Vila Leopoldina,1,"98,00%","0,00%","59,48%",CTXT11,2022,,,,,,
CTI,"45.714,20 m2",Av. Roberto Zuccolo nº 555 Vila Leopoldina,1,"97,00%","0,00%","53,74%",CTXT11,2021,,,,,,
CTI,"45.450,00 m2",Av. Roberto Zuccolo nº 555 Vila Leopoldina,1,"58,00%","0,00%","99,77%",CTXT11,2020,,,,,,
CTI,"45.450,00 m2",Av. Roberto Zuccolo nº 555 Vila Leopoldina,1,"10,00%","0,00%","99,61%",CTXT11,2019,,,,,,
CTI,"34.285,43 m2",Av. Roberto Zuccolo nº 555 Vila Leopoldina,1,"9,00%","0,00%","99,51%",CTXT11,2018,,,,,,
CTI,"34.285,43 m2",Av. Roberto Zuccolo nº 555 Vila Leopoldina,1,"6,00%","3,00%","98,96%",CTXT11,2017,,,,,,
AG MANCHESTER,"5.958,00 m2","AV BARAO DO RIO BRANCO, 2340, JUIZ DE FORA - MG",1,"0,00%","0,00%","9,19%",CXAG11,2024,,,,,,
AG BELA VISTA,"2.347,18 m2","AV BRIG.LUIS ANTONIO, 900, SÃO PAULO - SP",1,"0,00%","0,00%","7,31%",CXAG11,2024,,,,,,
AG MACAE,"2.234,07 m2","AV RUI BARBOSA, 790, MACAÉ - RJ",1,"0,00%","0,00%","6,99%",CXAG11,2024,,,,,,
AG PIRACICABA,"3.972,00 m2","R SAO JOSE, 667, PIRACICABA - SP",1,"0,00%","0,00%","5,67%",CXAG11,2024,,,,,,
AG INHANGA,"919,57 m2","AV NOSSA SENHORA DE COPACABANA, 427, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","5,45%",CXAG11,2024,,,,,,
AG MONTES CLAROS,"2.844,00 m2","R DR SANTOS, 103, MONTES CLAROS - MG",1,"0,00%","0,00%","4,71%",CXAG11,2024,,,,,,
AG LAJEADO,"2.748,57 m2","R JULIO DE CASTILHOS, 1029, LAJEADO - RS",1,"0,00%","0,00%","4,13%",CXAG11,2024,,,,,,
AG PELOTAS,"2.701,16 m2","R QUINZE DE NOVEMBRO, 570, PELOTAS - RS",1,"0,00%","0,00%","3,81%",CXAG11,2024,,,,,,
AG JACAREI,"4.186,00 m2","R DR LUCIO MALTA, 585, JACAREÍ - SP",1,"0,00%","0,00%","3,74%",CXAG11,2024,,,,,,
AG SANTA CRUZ DO SUL,"3.003,76 m2","R JULIO DE CASTILHOS, 189, SANTA CRUZ DO SUL - RS",1,"0,00%","0,00%","3,61%",CXAG11,2024,,,,,,
AG MADUREIRA,"2.427,00 m2","R CARVALHO DE SOUSA, 283, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","3,22%",CXAG11,2024,,,,,,
AG BOM FIM,"1.356,40 m2","AV OSVALDO ARANHA, 1316, PORTO ALEGRE - RS",1,"0,00%","0,00%","3,05%",CXAG11,2024,,,,,,
AG ATIBAIA,"2.333,90 m2","PC APRIGIO DE TOLEDO, 16, ATIBAIA - SP",1,"0,00%","0,00%","3,03%",CXAG11,2024,,,,,,
AG URUGUAIANA,"2.348,93 m2","R GAL BENTO MARTINS, 2926, URUGUAIANA - RS",1,"0,00%","0,00%","2,95%",CXAG11,2024,,,,,,
AG ITABIRA,"1.139,95 m2","AV DANIEL JARDIM DE GRISOLIA, 117, ITABIRA - MG",1,"0,00%","0,00%","2,81%",CXAG11,2024,,,,,,
AG GUIA LOPES,"1.384,49 m2","AV TERESOPOLIS, 3235, PORTO ALEGRE - RS",1,"0,00%","0,00%","2,72%",CXAG11,2024,,,,,,
AG PILARES,"1.895,68 m2","AV DOM HELDER CAMARA, 5.809, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","2,24%",CXAG11,2024,,,,,,
AG HORTO DE IPATINGA,"1.062,98 m2","R JACARANDA, 499, IPATINGA - MG",1,"0,00%","0,00%","2,21%",CXAG11,2024,,,,,,
AG CAPAO DA CANOA,"697,94 m2","AV PARAGUASSU, 1725, CAPÃO DA CANOA - RS",1,"0,00%","0,00%","2,00%",CXAG11,2024,,,,,,
AG MAGE,"741,02 m2","R DR SIQUEIRA, 342, MAGÉ - RJ",1,"0,00%","0,00%","1,97%",CXAG11,2024,,,,,,
AG GIOVANNI BREDA,"1.037,74 m2","PC GIOVANI BREDA, 1916, SÃO BERNARDO DO CAMPO - SP",1,"0,00%","0,00%","1,94%",CXAG11,2024,,,,,,
AG ARAGUARI,"1.046,67 m2","AV TIRADENTES, 387, ARAGUARI - MG",1,"0,00%","0,00%","1,85%",CXAG11,2024,,,,,,
AG OSORIO,"671,13 m2","R JULIO DE CASTILHOS, 915, OSÓRIO - RS",1,"0,00%","0,00%","1,76%",CXAG11,2024,,,,,,
AG SAO LOURENCO,"1.046,00 m2","AV PEDRO II, 244, SÃO LOURENÇO - MG",1,"0,00%","0,00%","1,70%",CXAG11,2024,,,,,,
AG FREIRE ALEMÃO,"1.224,50 m2","AV CESARIO DE MELO, 3166, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","1,68%",CXAG11,2024,,,,,,
AG QUEIMADOS,"924,00 m2","R VER. MARINHO HEMETERIO OLIVEIRA, 80, QUEIMADOS - RJ",1,"0,00%","0,00%","1,66%",CXAG11,2024,,,,,,
AG RIBEIRAO PIRES,"742,43 m2","R MIGUEL PRISCO, 40, RIBEIRÃO PIRES - SP",1,"0,00%","0,00%","1,58%",CXAG11,2024,,,,,,
AG CACHOEIRA DO SUL,"900,66 m2","R. 7 DE SETEMBRO 1231, CACHOEIRA DO SUL - RS",1,"0,00%","0,00%","1,32%",CXAG11,2024,,,,,,
AG FREDERICO WESTPHALEN,"859,35 m2","R COMERCIO, 660, FREDERICO WESTPHALEN - RS",1,"0,00%","0,00%","1,14%",CXAG11,2024,,,,,,
AG BAEPENDI,"664,10 m2","R JOSE ALBERTO PELUCIO, 63, BAEPENDI - MG",1,"0,00%","0,00%","1,03%",CXAG11,2024,,,,,,
AG SOLEDADE,"650,40 m2","R CEL FALKENBACH, 951, SOLEDADE - RS",1,"0,00%","0,00%","0,93%",CXAG11,2024,,,,,,
AG ELOI MENDES,"425,00 m2","R CEL. HORACIO ALVES PEREIRA, 225, ELÓI MENDES - MG",1,"0,00%","0,00%","0,68%",CXAG11,2024,,,,,,
AG MANCHESTER,"5.958,00 m2","AV BARAO DO RIO BRANCO, 2340, JUIZ DE FORA - MG",1,"0,00%","0,00%","9,09%",CXAG11,2023,,,,,,
AG BELA VISTA,"2.347,18 m2","AV BRIG.LUIS ANTONIO, 900, SÃO PAULO - SP",1,"0,00%","0,00%","7,23%",CXAG11,2023,,,,,,
AG MACAE,"2.234,07 m2","AV RUI BARBOSA, 790, MACAÉ - RJ",1,"0,00%","0,00%","6,92%",CXAG11,2023,,,,,,
AG PIRACICABA,"3.972,00 m2","R SAO JOSE, 667, PIRACICABA - SP",1,"0,00%","0,00%","5,61%",CXAG11,2023,,,,,,
AG INHANGA,"919,57 m2","AV NOSSA SENHORA DE COPACABANA, 427, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","5,39%",CXAG11,2023,,,,,,
AG MONTES CLAROS,"2.844,00 m2","R DR SANTOS, 103, MONTES CLAROS - MG",1,"0,00%","0,00%","4,66%",CXAG11,2023,,,,,,
AG LAJEADO,"2.748,57 m2","R JULIO DE CASTILHOS, 1029, LAJEADO - RS",1,"0,00%","0,00%","4,09%",CXAG11,2023,,,,,,
AG PELOTAS,"2.701,16 m2","R QUINZE DE NOVEMBRO, 570, PELOTAS - RS",1,"0,00%","0,00%","3,77%",CXAG11,2023,,,,,,
AG JACAREI,"4.186,00 m2","R DR LUCIO MALTA, 585, JACAREÍ - SP",1,"0,00%","0,00%","3,70%",CXAG11,2023,,,,,,
AG SANTA CRUZ DO SUL,"3.003,76 m2","R JULIO DE CASTILHOS, 189, SANTA CRUZ DO SUL - RS",1,"0,00%","0,00%","3,57%",CXAG11,2023,,,,,,
AG MADUREIRA,"2.427,00 m2","R CARVALHO DE SOUSA, 283, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","3,18%",CXAG11,2023,,,,,,
AG BOM FIM,"1.356,40 m2","AV OSVALDO ARANHA, 1316, PORTO ALEGRE - RS",1,"0,00%","0,00%","3,02%",CXAG11,2023,,,,,,
AG ATIBAIA,"2.333,90 m2","PC APRIGIO DE TOLEDO, 16, ATIBAIA - SP",1,"0,00%","0,00%","2,99%",CXAG11,2023,,,,,,
AG URUGUAIANA,"2.348,93 m2","R GAL BENTO MARTINS, 2926, URUGUAIANA - RS",1,"0,00%","0,00%","2,92%",CXAG11,2023,,,,,,
AG ITABIRA,"1.139,95 m2","AV DANIEL JARDIM DE GRISOLIA, 117, ITABIRA - MG",1,"0,00%","0,00%","2,78%",CXAG11,2023,,,,,,
AG GUIA LOPES,"1.384,49 m2","AV TERESOPOLIS, 3235, PORTO ALEGRE - RS",1,"0,00%","0,00%","2,69%",CXAG11,2023,,,,,,
AG PILARES,"1.895,68 m2","AV DOM HELDER CAMARA, 5.809, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","2,21%",CXAG11,2023,,,,,,
AG HORTO DE IPATINGA,"1.062,98 m2","R JACARANDA, 499, IPATINGA - MG",1,"0,00%","0,00%","2,18%",CXAG11,2023,,,,,,
AG CAPAO DA CANOA,"697,94 m2","AV PARAGUASSU, 1725, CAPÃO DA CANOA - RS",1,"0,00%","0,00%","1,97%",CXAG11,2023,,,,,,
AG MAGE,"741,02 m2","R DR SIQUEIRA, 342, MAGÉ - RJ",1,"0,00%","0,00%","1,95%",CXAG11,2023,,,,,,
AG GIOVANNI BREDA,"1.037,74 m2","PC GIOVANI BREDA, 1916, SÃO BERNARDO DO CAMPO - SP",1,"0,00%","0,00%","1,92%",CXAG11,2023,,,,,,
AG ARAGUARI,"1.046,67 m2","AV TIRADENTES, 387, ARAGUARI - MG",1,"0,00%","0,00%","1,83%",CXAG11,2023,,,,,,
AG OSORIO,"671,13 m2","R JULIO DE CASTILHOS, 915, OSÓRIO - RS",1,"0,00%","0,00%","1,74%",CXAG11,2023,,,,,,
AG SAO LOURENCO,"1.046,00 m2","AV PEDRO II, 244, SÃO LOURENÇO - MG",1,"0,00%","0,00%","1,68%",CXAG11,2023,,,,,,
AG FREIRE ALEMÃO,"1.224,50 m2","AV CESARIO DE MELO, 3166, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","1,66%",CXAG11,2023,,,,,,
AG QUEIMADOS,"924,00 m2","R VER. MARINHO HEMETERIO OLIVEIRA, 80, QUEIMADOS - RJ",1,"0,00%","0,00%","1,64%",CXAG11,2023,,,,,,
AG RIBEIRAO PIRES,"742,43 m2","R MIGUEL PRISCO, 40, RIBEIRÃO PIRES - SP",1,"0,00%","0,00%","1,56%",CXAG11,2023,,,,,,
AG CACHOEIRA DO SUL,"900,66 m2","R. 7 DE SETEMBRO 1231, CACHOEIRA DO SUL - RS",1,"0,00%","0,00%","1,31%",CXAG11,2023,,,,,,
AG FREDERICO WESTPHALEN,"859,35 m2","R COMERCIO, 660, FREDERICO WESTPHALEN - RS",1,"0,00%","0,00%","1,12%",CXAG11,2023,,,,,,
AG BAEPENDI,"664,10 m2","R JOSE ALBERTO PELUCIO, 63, BAEPENDI - MG",1,"0,00%","0,00%","1,02%",CXAG11,2023,,,,,,
AG SOLEDADE,"650,40 m2","R CEL FALKENBACH, 951, SOLEDADE - RS",1,"0,00%","0,00%","0,92%",CXAG11,2023,,,,,,
AG ELOI MENDES,"425,00 m2","R CEL. HORACIO ALVES PEREIRA, 225, ELÓI MENDES - MG",1,"0,00%","0,00%","0,67%",CXAG11,2023,,,,,,
AG MANCHESTER,"5.958,00 m2","AV BARAO DO RIO BRANCO, 2340, JUIZ DE FORA - MG",1,"0,00%","0,00%","8,59%",CXAG11,2022,,,,,,
AG BELA VISTA,"2.347,18 m2","AV BRIG.LUIS ANTONIO, 900, SÃO PAULO - SP",1,"0,00%","0,00%","6,83%",CXAG11,2022,,,,,,
AG MACAE,"2.234,07 m2","AV RUI BARBOSA, 790, MACAÉ - RJ",1,"0,00%","0,00%","6,54%",CXAG11,2022,,,,,,
AG PIRACICABA,"3.972,00 m2","R SAO JOSE, 667, PIRACICABA - SP",1,"0,00%","0,00%","5,30%",CXAG11,2022,,,,,,
AG INHANGA,"919,57 m2","AV NOSSA SENHORA DE COPACABANA, 427, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","5,10%",CXAG11,2022,,,,,,
AG MONTES CLAROS,"2.844,00 m2","R DR SANTOS, 103, MONTES CLAROS - MG",1,"0,00%","0,00%","4,40%",CXAG11,2022,,,,,,
AG LAJEADO,"2.748,57 m2","R JULIO DE CASTILHOS, 1029, LAJEADO - RS",1,"0,00%","0,00%","3,87%",CXAG11,2022,,,,,,
AG PELOTAS,"2.701,16 m2","R QUINZE DE NOVEMBRO, 570, PELOTAS - RS",1,"0,00%","0,00%","3,56%",CXAG11,2022,,,,,,
AG JACAREI,"4.186,00 m2","R DR LUCIO MALTA, 585, JACAREÍ - SP",1,"0,00%","0,00%","3,50%",CXAG11,2022,,,,,,
AG SANTA CRUZ DO SUL,"3.003,76 m2","R JULIO DE CASTILHOS, 189, SANTA CRUZ DO SUL - RS",1,"0,00%","0,00%","3,38%",CXAG11,2022,,,,,,
AG MADUREIRA,"2.427,00 m2","R CARVALHO DE SOUSA, 283, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","3,01%",CXAG11,2022,,,,,,
AG BOM FIM,"1.356,40 m2","AV OSVALDO ARANHA, 1316, PORTO ALEGRE - RS",1,"0,00%","0,00%","2,85%",CXAG11,2022,,,,,,
AG ATIBAIA,"2.333,90 m2","PC APRIGIO DE TOLEDO, 16, ATIBAIA - SP",1,"0,00%","0,00%","2,83%",CXAG11,2022,,,,,,
AG URUGUAIANA,"2.348,93 m2","R GAL BENTO MARTINS, 2926, URUGUAIANA - RS",1,"0,00%","0,00%","2,76%",CXAG11,2022,,,,,,
AG ITABIRA,"1.139,95 m2","AV DANIEL JARDIM DE GRISOLIA, 117, ITABIRA - MG",1,"0,00%","0,00%","2,63%",CXAG11,2022,,,,,,
AG GUIA LOPES,"1.384,49 m2","AV TERESOPOLIS, 3235, PORTO ALEGRE - RS",1,"0,00%","0,00%","2,54%",CXAG11,2022,,,,,,
AG PILARES,"1.895,68 m2","AV DOM HELDER CAMARA, 5.809, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","2,09%",CXAG11,2022,,,,,,
AG HORTO DE IPATINGA,"1.062,98 m2","R JACARANDA, 499, IPATINGA - MG",1,"0,00%","0,00%","2,06%",CXAG11,2022,,,,,,
AG CAPAO DA CANOA,"697,94 m2","AV PARAGUASSU, 1725, CAPÃO DA CANOA - RS",1,"0,00%","0,00%","1,87%",CXAG11,2022,,,,,,
AG MAGE,"741,02 m2","R DR SIQUEIRA, 342, MAGÉ - RJ",1,"0,00%","0,00%","1,84%",CXAG11,2022,,,,,,
AG GIOVANNI BREDA,"1.037,74 m2","PC GIOVANI BREDA, 1916, SÃO BERNARDO DO CAMPO - SP",1,"0,00%","0,00%","1,82%",CXAG11,2022,,,,,,
AG ARAGUARI,"1.046,67 m2","AV TIRADENTES, 387, ARAGUARI - MG",1,"0,00%","0,00%","1,73%",CXAG11,2022,,,,,,
AG OSORIO,"671,13 m2","R JULIO DE CASTILHOS, 915, OSÓRIO - RS",1,"0,00%","0,00%","1,65%",CXAG11,2022,,,,,,
AG SAO LOURENCO,"1.046,00 m2","AV PEDRO II, 244, SÃO LOURENÇO - MG",1,"0,00%","0,00%","1,59%",CXAG11,2022,,,,,,
AG FREIRE ALEMÃO,"1.224,50 m2","AV CESARIO DE MELO, 3166, RIO DE JANEIRO - RJ",1,"0,00%","0,00%","1,57%",CXAG11,2022,,,,,,
AG QUEIMADOS,"924,00 m2","R VER. MARINHO HEMETERIO OLIVEIRA, 80, QUEIMADOS - RJ",1,"0,00%","0,00%","1,55%",CXAG11,2022,,,,,,
AG RIBEIRAO PIRES,"742,43 m2","R MIGUEL PRISCO, 40, RIBEIRÃO PIRES - SP",1,"0,00%","0,00%","1,47%",CXAG11,2022,,,,,,
AG CACHOEIRA DO SUL,"900,66 m2","R. 7 DE SETEMBRO 1231, CACHOEIRA DO SUL - RS",1,"0,00%","0,00%","1,23%",CXAG11,2022,,,,,,
AG FREDERICO WESTPHALEN,"859,35 m2","R COMERCIO, 660, FREDERICO WESTPHALEN - RS",1,"0,00%","0,00%","1,06%",CXAG11,2022,,,,,,
AG BAEPENDI,"664,10 m2","R JOSE ALBERTO PELUCIO, 63, BAEPENDI - MG",1,"0,00%","0,00%","0,96%",CXAG11,2022,,,,,,
AG SOLEDADE,"650,40 m2","R CEL FALKENBACH, 951, SOLEDADE - RS",1,"0,00%","0,00%","0,86%",CXAG11,2022,,,,,,
AG ELOI MENDES,"425,00 m2","R CEL. HORACIO ALVES PEREIRA, 225, ELÓI MENDES - MG",1,"0,00%","0,00%","0,63%",CXAG11,2022,,,,,,
ED BLUMENAU,"5.792,51 m2","Rua 7 de setembro, nº1314, CEP 89010-204, BLUMENAU, SC",1,"0,00%","0,00%","100,00%",CXCO11,2024,,,,,,
ED CAIXA,"16.703,10 m2","Setor Bancario Sul, Quadra 1 Bloco L, PJ, nº28, CEP 70070-927, Brasília, DF",1,"0,00%","0,00%","100,00%",CXCO11,2024,,,,,,
ED CARLOS GO,"15.778,68 m2","Rua José Loureiro, nº195, CEP 80010-000, Curitiba, PR",1,"0,00%","0,00%","100,00%",CXCO11,2024,,,,,,
ED CASCAVEL,"5.106,00 m2","Av Brasil, nº6.266, CEP 85810-000, Cascavel, PR",1,"0,00%","0,00%","100,00%",CXCO11,2024,,,,,,
ED CICOB,"4.136,17 m2","Av Julio de Castilhos, nº1358, CEP 95010-000, Caxias do Sul, RS",1,"0,00%","0,00%","100,00%",CXCO11,2024,,,,,,
